id	name	value
A1HGSSITI7GRQS	essay2	Well, the major cities of a society definitely portray the characteristics of a society, I wouldn't say there are the most important characteristics of a society. I think the most important values and characteristics first starts in the home, which are usually outside of the major cities. The suburbs. Home is where we are taught what is right and wrong. Yes, the big cities do have homes as well, but there are a lot of businesses there as well, which point more to consumerism, which is not the most important. The most important thing in society is family and how people treat one another.
A1HGSSITI7GRQS	essay3	I think using a scandal to further one's agenda of what they think is the answer to a problem is a poor way to solve a problem or influence another to one's side. After a scandal happens everyone's emotions are running wild and that is not a good time to figure out problems. A speaker who can discuss ideas thoroughly, giving the facts to both sides of the problems is a better way to solve problems with integrity.
A1HIQZEC2ER7GS	essay1	In the era of advanced technology, technology has undoubtedly changed the way people live. With the use of calculators, people gradually get rid of mental arithmetic. Due to this fact, some people argue that the ability of humans to think for themselves will undoubtedly decline. This is because when relying excessively on instruments, people may hardly figure out the right number without calculators if the calculation becomes somewhat complicated.  Admittedly, it is true that human’s ability of calculation might diminish to some extent. However, technology decidedly facilitates humans to think deeply for themselves through freeing them from trivial things. This is an indisputable fact that with versatile and state-of-the-art computers, especially mainframe, scientists no longer take pains to deal with complex and numerous formulas. Therefore, these talented scientists can spend their time and energy in doing more meaningful things by avoiding being bogged down with trivial computations. For instance, engineers who major in aerodynamics, can use the latest computers to simulate how the attitude of airplane will change with respect to different levels of wind.
A1HIQZEC2ER7GS	essay2	"As the good old clich goes, ""when you are in Rome, do as the Romans do,"" it is understood that Romans can be expected to behave in a manner that is represented by the city of Rome. In other words, the city of Rome reflects the characteristics of the Roman society. Is this true in the present world also? This clich may be questionable in the modern world because Rome would now constitute of people from various societies who have chosen to settle there due to various reasons like their choice of career. Therefore, it is now very difficult to understand the most important characteristics of any one society by studying its major cities. On the contrary, these characteristics could be better understood by studying the villages and small towns of the society where the traits and characteristics of that society would still be preserved.   In the past, the major cities of any civilization or society were the economic, cultural and political centers of that particular society. These cities reflected the true characteristics of the society that they were a part of. However, due to rapid developments across the globe, now most of the major cities of the world are almost the same. This is because there has been an intermingling of various societies with people traveling far and wide in search of careers and better homes. Any major city of the world would now consist of people who may have varied origins."
A1HIQZEC2ER7GS	essay3	Scandals sometimes can catch public’s attention, and shed light on some issues that may be controversial and worth attention. However, I disagree with the statement that scandals can focus people’s attention on problems in ways that no speaker and reformer ever could, because it is possible that some speakers and reformers can focus public’s attention effectively just like scandals do, and scandals may not always focus public’s attention in a useful way.  I agree that under some circumstances scandals can focus our attention on problems in ways that no speaker or reformer ever could. Scandals sometimes make people curious, and encourage the public to look for the whole story of an issue. Scandals can also raise pressure on governments, and force them to address certain problems. In addition, scandals can direct public’s attention to issues that some people are trying to dissemble or unwilling to reveal. For instance, especially in a society ruled by autocracy, or where the public does not have the right to speak freely, scandals can direct public’s attention on problems that people are not allowed to discuss in public, and when it is risky for any speaker to speak in public. It is possible that scandals can place pressure on the government, and then the issue can be addressed in order to placate the public. In this case, scandals are useful since it directs public’s attention on problems that no speaker or reformer ever could
A1ICXZVLIZM6IF	essay1	I think this is true up to a point. We past the Electronic age, went straight into the Information age. Now we have arrived at the Age of Too Much Information. It's an age where fact and fiction collide. The internet tells us it's all good and bad for us. Eggs are in fashion, but now you shouldn't eat red meat. You are spending too much and too little time outside in the sunlight.   The ability of people to think for themselves came from the ability to synthesize raw information into knowledge and over time, process knowledge into a measure of wisdom. When you have too much information, especially conflicting information of unknown origin, veracity, quality and truthfulness, the entire.. train of thought gets derailed. (Sorry. No. Not sorry)   I believe that technology will be the solution to this problem because we need to leverage what computers are good at. They are marvelous machines for cross-checking and number crunching. An agent program could fish through the endless sea of data much more effectively than humans can.  Spurning technology just because we have painted ourselves into a corner isn't going to solve the problem.  We are tool users by nature.  We should use the tools we have available to us.
A1ICXZVLIZM6IF	essay2	Hmm. There is something to that, but I think it would be rather than to understand the characteristics of a society they must understand where a society IS in the general cycle of empire building rather than just the cities. After all, the great works of the pyramids and many great buildings throughout history were created in the dying light of an empire. It is often the legacy left behind by past rulers and past mistakes, like Ozymandias and the great empire lost to the desert sands.   There is something to be said about the way space is constructed, however. How cities use space gives you a view into the problems they had to overcome in the process. Japan is a city built on top of itself, fighting a rearguard action against the loss of it's traditional heritage.  Meanwhile, America had an entire continent to themselves that they stole in the typical human fashion of taking things. American cities are sprawling affairs that require cars to navigate.   Little wonder just which industries have all the power in cities in which cars are not a luxury but a /mandatory/ necessity.
A1ICXZVLIZM6IF	essay3	Also known as 'The Barbara Streisand effect' in which attention is often fixated on that which they don't want attention brought to. Intentional or not, scandals are always useful because it often is an emotional rather than an analytical reaction. Emotions are easier to control because people who are emotional are easier to predict. They may not think deeply about a subject, but rather react in a knee-jerk fashion.  But the question to be asked here is... useful for WHOM?   Scandal is a double-edged sword.  It is a tool that may cut you just as easily as it may cut an opponent. A scandal based campaign automatically makes itself vulnerable to scandal because it has legitimized it as a valid tactic. A whisper campaign such as often used in a political landscape is like a thought virus.  It is a concept, a contact poison of an idea. It's all too easy for it to mutate and spiral out of the control of the user.  Hence, those who would use a scandal to draw attention to their causes should beware that propensity for abuse.   It's easy to misunderstand or underestimate fire until you are one of the burn victims.
A1IS0218RVG60K	essay1	We are already seeing convincing evidence that this is the case, that increasing reliance on technology will lead human beings to have decreased capacities in various domains. An interesting example is children who do not spend time writing with pencils or pens and paper, but instead use tablet computers and televisions. The fine muscles of the fingers do not properly develop, and some extreme cases cannot even hold a writing instrument sufficiently. I think that this type of issue can be taken as a general example that can be extrapolated from, and that other areas of mental development will similarly be affected by over-reliance on forms of technology. As children who have grown up in these circumstances come of age there will likely be all sorts of consequences, including increased rates of mental illness and increasing unemployment.
A1IS0218RVG60K	essay2	To properly evaluate which are the most important characteristics of any given society, it would of course be helpful to know about major cities and the conditions therein. This cannot be considered as the whole story, however. Outlying areas and rural zones take up more space overall in most countries, and the types of people and jobs in these places are equally important. One definitely must study the major cities of a country to come to an understanding, but that is not the sole thing to look at. You have to consider the overall system, including agricultural areas. Without these sorts of perspectives included, you will have a biased view of things.
A1IS0218RVG60K	essay3	"The utility value of scandals can be considered as positive for some people who are not directly affected, but this is a somewhat callous way of viewing such situations. The actual repercussions of the scandal are usually quite negative, and we should never encourage such behavior inadvertently by placing too much emphasis in the news media on these types of events. While increased awareness of things like drug abuse, sexual assault or corruption can definitely be considered as positive, I do not think that many people would say that it was ""worth it"" for those negative events to have taken place. The increased information saturation of the digital age will only further heighten the contradictions of this process, as scandals become more ubiquitous and also easier for young people to recognize as something to be avoided. Increased awareness will have unintended consequences, in my opinion."
A1K0S514CEY1UG	essay1	I believe that because of technology humans are lacking a lot of different things. One of the things that humans are now lacking are the ability to think for themselves. There are so many outlets on the internet now that they can look for answers to make sure they are making the right decisions. Now people don't make a decisions based on what they want to do and what they think will happen they base it on the reviews of others. They no longer have the ability to decide what they want, they can now look online and have other people make the choice for them.
A1K0S514CEY1UG	essay2	I agree that the most important characteristics of society you have to know its major cities. I think this because the major cities can tell you a lot about the society of a place. It can tell you how the people are and how they agree or disagree on different things. If you visit both the wealthy and the unwealthy cities within you are able to see the differences within the society. You are also able to see the importance within the society by visiting their major cities.
A1K0S514CEY1UG	essay3	I think scandals are useful because they help us understand what is going on. They help us to see what is going on within someone and to know the true them. It makes us see more than what they want us to and more than whay they tell us. We are able to see the underlying of everything and how the person truley is. Without scandals we would not be able to see the real person.
A1KKEOGQK1QNYR	essay1	In my lifetime I have seen people's ability to solve simple math problems devolve because of the reliance on technology.  You can see it in the cashiers that make your change.  They can no longer compute change you will receive in their heads and get confused if you try to offer them anything that will make the change in complete bills.  They must look to the register and rely on putting in the numbers and waiting on the machine to do the math for them.  This is but one example of thinking being reduced because of thecnology.  Isn't it logical that other more complicated thinking will a
A1KKEOGQK1QNYR	essay2	If you want to understand a society you can look to the major rules it makes about values.   The layout of the major cities can provide clues as to those values. Are these values expressed in the design of it's cities? Are the cites laid out with the important edifices in the center or distributed among many buildings.  Are the seats of power centralized or dispersed?
A1KKEOGQK1QNYR	essay3	Scandals highlight major problems that might not be apparent to social speakers or reformers.  They are the symptoms that illustrate that all is not well and that conditions must be evaluated for dysfunction disease and disorder.  Like the body that appears on the surface to be healthy ad well functioning to observers.  Scandals can be indicators that unhealthy abnormalities are present below the surface.  Scandals are eruptions that expose disease while the surface appears normal and somewhat healthy.
A1LB9JOMFQ1UMG	essay1	I disagree with this statement because people will always have the ability to think for themselves. In fact, it can be argued that without having to worry about minute details that technology solves, people's ability to think for themselves will actually increase. For example, spell check has made it so that people can focus more on what they want to say than checking their grammar and spelling. Because technology has solved this burden, it's a lot easier to focus on more important things, like the actual body of the message. This is only one example where technology helps people to think more about others things, but there are others. In the fields of science and medicine, technology helps take on monotonous, repetitive tasks previously done by people so that scientists can focus more on their research. Therefore, as technology improves, the ability of humans to think for themselves will actually increase over time.
A1LB9JOMFQ1UMG	essay2	To understand the most important characteristics of a society, one must take into account more than just its major cities. Despite popular belief, many people who live in a society also reside in the suburban and rural settings, which influence a society as well. For example, a society can be compromised mostly of farmers. The type of agriculture they have and the livestock they raise and plants they grow all play an influence on that society. If one was to only focus on the major cities, you would be neglecting that kind of information, which is especially important when you consider that they are probably feeding the major cities with their crops. It's also necessary to take the education of the society into account as well. The education that people in suburban and rural settings receive is just as important as those living in major cities. In short, there are many different factors that contribute to a society, more than just its major cities.
A1LB9JOMFQ1UMG	essay3	I think that scandals can be a good way to bring attention to an issue, but they are also ineffective as well. For example, looking at the #metoo movement shows that while you can bring attention to an issue, nothing is done to resolve it. Harvey Weinstein became synonymous with sexual assault after celebrities spoke out about their mistreatment, and many women took to social media to talk about their own experiences, showing how widespread the problem truly was. Unfortunately, nothing much came of it. After a few weeks and many accusations made against different people, the talk of the movement stopped. People stopped using the hashtag and people stopped reporting on it. While scandals can help bring a particular issue to light, they don't always draw positive attention. Many criticized the movement of making up stories against men to get back at them, and with no way to seemingly justify those criticisms, the movement faded into relative obscurity. While it had attention in the media for a little while, nothing was done to improve the response to sexual assault as a whole, and so scandals aren't very useful in the long run. They may generate attention for a little while, but they fail to initiate change, which is something that is desperately needed.
A1LXW53Z5S9XG	essay1	In both oppose and support this accusation.  Our brains may not be cluttered with phone numbers or address as much because they are stored in our phones, and not necessary to function.  That is true.  That does not mean are brains are deteriorating. It simply means there is space for other things.  An example would be we are more likely to recall our state representatives name or who won the Super Bowl last season.  However, if we don't know this answer we don't have to guess.  We simply Google it and then we are more likely to know the answer next time.  Information at our fingertips makes us smarter in the short and long term.  If it makes us weaker in any aspect it is personal communication.
A1LXW53Z5S9XG	essay2	Why would one have to study in a major city.  More people live in rural areas and suburbs than major cities.  Most crime and news worthy events happen in the big city, but the majority of people never take place in those newsworthy events.  If anything the big cities are a misleading representation of an true American lifestyle.  American life is about hard work, family life and a sense of community.  The average American travels to the city to have life experience and then travels back home.  If you want to understand society, spend time on a farm, at a small local business or a school of 700 kids.
A1LXW53Z5S9XG	essay3	I disagree.  What makes a scandal a scandal.  It is simply a distraction from what is really important in today's society.  We are so quick to focus all of our attention on a single political figure for something they may or may not have done decades ago.  At the same time congress is passing bills that affect our present day lives.  We need to learn to live for the day and not focus on yesterday's negatives.  If a situation is ongoing and current, let those individuals deal with it in the courts and give everyone in the situation the privacy they deserve.  How many athletes that Larry Nassar abuse had their names mentioned but what they really wanted was to live their lives without the knowledge of what happened.  Scandals are created by journalist who are looking for nothing but a paycheck and are read by bored people that do not have lives of their own.
A1MJFW27HXR76D	essay1	From personal experiences as I have matured into an adult, I've noticed my thinking ability has grown more sophisiticated and robust.  It has grown specific in areas where I was meticulously involved in working closely with things.  This ranged from cooking to programming.  Technology like the microwave and prepackaged foods, which I relied on earlier in life allowed me to bypass thinking about cooking.  Easy to use computer interfaces also allowed me to bypass good thinking skills when it came to computer processes.  It wasn't until I deeply involved myself in the rudimentary processes of these activities did I develop better reasoning and knowledge about related things.  These experiences support issue 1 but I also thing that technology gives people more time to think about other things, which civilization is based on.
A1MJFW27HXR76D	essay2	There are perhaps societies which there very metropolitan and their defining characteristics come from their cities.  Conversely there are societies which their defining characteristics aren't core to their cities.  I would have to disagree more or less with the statement made my issue 2, but there certainly examples that support it.  Perhaps ancient Greece are good examples in support of Issue 2 as the most distinct characteristics of Greece come from Sparta and Athens.  On the otherhand, looking at American society in its past, you can see important characterisitics that have largely to do with the country side.  Cowboys, the gold rush, its nat
A1MJFW27HXR76D	essay3	Scandals do have the ability to generate outrage, and a cause to action among the populace to generate much need change as all levels of society.  Examples of this include: the watergate incident which served as fuel and motivation to make changes at the government accountability as high as the presidency.  Unfortunately I disagree that they focus attention on the core more important aspect of problems.  Witch hunts are a thing where people get lynched for fictitious reasons.  This is from bad information dissemination, and the unknowledgable public getting incited by a scandal they know little about.
A1N4P4XGQM7NXE	essay1	I do NOT believe this. Humans have shown time and time and time throughout history that working together and thinking for themselves. There are and have always been people who challenge the status quo and do things against the grain. If not working actively against technology, there will be people who can harness technology to make better things for themselves and others. And for the record, how can we quantitatively measure this anyway?
A1N4P4XGQM7NXE	essay2	I'm not qualified to answer this, am I? I suppose you can learn a ton about a society about what it holds dear by how it presents its cities. I mean, if you look at las vegas, you would see an ideal portrayed that is totally unrealistic. Streets are large, buildings are massive and overblown, and everything is glimmering and hopeful. The advertisements scream hedonic and indulgance. I was just there, so maybe im a little bias, but yes, the way cities are portrayed can definitely bias the way you think about a society.
A1N4P4XGQM7NXE	essay3	Scandal is a dirty word. What is a scandal? Public outcry? The public and media can make scandas
A1NM9PXZDCCQ1E	essay1	"The proliferation of technology and its impact on human intelligence is already evident to anyone who has spent more than five minutes on an online forum. Just two decades ago, the Internet promised us all the world's knowledge literally at our fingertips. Now, we communicate in little more than grunts and cave paintings in the form of memes, and many can barely form coherent sentences (e.g. ""your an idiot""). So fears that technology may actually impede or, worse, adversely affect human intelligence are not at all unreasonable. Algorithms are already able to feed us personalized news feeds on social networking sites, which further remove critical thought and solidify our firmly-planted positions in echo chambers of our own thoughts, feelings, and opinions. Technology and automation have freed us to spend more time than ever in intellectual pursuits, however many people choose instead to withdraw into mindless activities."
A1NM9PXZDCCQ1E	essay2	Major cities show us the very best of engineering, architecture, and sometimes history. In them, we find centers of politics, science, education, and finance. It makes sense then that we could look to major cities for clues about a society -- this holds true even in archeology, such as that of ancient Egypt. Just as then, modern major cities give us a glimpse at the inner workings of a society, from the most wealthy to the most destitute. Cities, being social centers of societies, show us who those people are or were, what they did, what they spent their money on, where they spent time. Cities capture a vivid picture of a given society, one citizen at a time.
A1NM9PXZDCCQ1E	essay3	Scandals actually detract from important issues. While scandals have some importance themselves in revealing corruption, immorality, dishonesty and the like, they also take away from the truly important things going on. Especially in our modern-day 24/7 news cycle, the salacious gets far more airtime than the critical. Unfortunately many scandals, while initially outrageous, go on to putter out, with no real change having occurred -- take for example the recent Cambridge Analytica scandal involving Facebook data. Does anyone really believe Facebook will change? Is our data any safer because Mark Zuckerberg went before Congress for an afternoon to get grilled? Of course not, one would have to be naive to believe that. The better tactic is for whistleblowers and watchdogs to platform for real change, informing on issues and giving people opportunities to understand and impact these problems.
A1NPQNVXPWACT7	essay1	With the evolution and advancement of technology, people have gained less in what to think and act before situations that are presented to us every day, we tend to consider situations such as making a simple breakfast or heating a ballera with water, that is, every day that passes we do not become more dependent on it and we persevere with the desire to do things for ourselves.
A1NPQNVXPWACT7	essay2	To establish communication with people of different nationalities you must first know the culture and different customs of a city, country, or continent. To get to understand each of these customs and get to have a wider communication, society and its characteristics are as a system of uses and procedures, of authority and mutual help, of many groupings and divisions, of human behavior controls and of freedoms.
A1NPQNVXPWACT7	essay3	In my personal opinion, I say that the problems if they focus our attention completely, depending on their severity, since people react more quickly to them when they see that these affect them directly.
A1O37EXDX935WH	essay1	As people rely more and more on technology to solve problems, the ability of humans to think for themselves will surely deteriorate. Write a response in which you discuss the extent to which you agree or disagree with the statement and explain your reasoning for the position you take. In developing and supporting your position, you should consider ways in which the statement might or might not hold true and explain how these considerations shape your position.  In the era of advanced technology, technology has undoubtedly changed the way people live. With the use of calculators, people gradually get rid of mental arithmetic. Due to this fact, some people argue that the ability of humans to think for themselves will undoubtedly decline. This is because when relying excessively on instruments, people may hardly figure out the right number without calculators if the calculation becomes somewhat complicated.  Admittedly, it is true that human’s ability of calculation might diminish to some extent. However, technology decidedly facilitates humans to think deeply for themselves through freeing them from trivial things. This is an indisputable fact that with versatile and state-of-the-art computers, especially mainframe, scientists no longer take pains to deal with complex and numerous formulas. Therefore, these talented scientists can spend their time and energy in doing more meaningful things by avoiding being bogged down with trivial computations. For instance, engineers who major in aerodynamics, can use the latest computers to simulate how the attitude of airplane will change with respect to different levels of wind. Thus, due to the assistance of modern instruments, these engineers can focus more on how to design planes to fly more safely and efficiently.
A1O37EXDX935WH	essay2	Today, I will take apart a prompt from the Issue task. That is I’ll brainstorm, coming up with pros and cons and specific examples to back up each side.  I’ve taken an example from the ETS website. If you don’t know already, their website offers hundreds of sample essay prompts. Now if you’re not convinced and think, “Hey, I already have a book with sample essay prompts,” then consider this: test day the prompt you get will be one of the prompts on this site. It may very well be the following prompt:  To understand the most important characteristics of a society, one must study its major cities.  Write a response in which you discuss the extent to which you agree or disagree with the statement and explain your reasoning for the position you take. In developing and supporting your position, you should consider ways in which the statement might or might not hold true and explain how these considerations shape your position.
A1O37EXDX935WH	essay3	Scandals have been a part of almost every field. They involve shocking, immoral or illegal behavior of people which is not approved of in the society. Because of their immoral nature they raise different extreme feelings and reactions amongst people. A scandal is therefore a problem generated in the society which becomes a concern and issue for a larger section of the society.   It is correct that we learn by making mistakes. It is only with experience of dealing with difficult situations that a person becomes wiser and practical. The problem forces you to try all the possible solutions and you come up with a permanent and lasting solution. Therefore, there is increased number of chances of not repeating it again. This type of learning that comes by actually committing mistakes lasts longer and you will never forget it. However, if you prepare for a problem that you might face in future, you are not going to pay as much attention to it as you pay to the existing problem.
A1OPSHV7LWGBUY	essay1	Technology is necessary in our daily lives and it has had many positive effects. However, it also has negative effects. People rely too much on technology for human contact such as online interactions with people on Facebook or texting. At the same time our ability and need for face to face contact has deteriorated. Young people in particular are vulnerable to this and can rely too much on technology in other aspects such as learning or thinking. Nowadays there is a lot of information available online and people don't have to particularly think for themselves or come to their own conclusions as they're being fed the abundance of information available via technology.
A1OPSHV7LWGBUY	essay2	Societies around the world are complicated and full of variety. Major cities are especially good sources of societies and can provide a lot of information on those societies. Most important characteristics of a society such as its customs and way of life can be seen in major cities where there is a high concentration of different people. This provides a lot of opportunity to study and learn about societies, as well as different ranks in those societies. For example, income and status differences in a society is highly visible in major cities and can tell us a lot about the people that make up a society.
A1OPSHV7LWGBUY	essay3	Scandals can be important because they can bring our attention to major issues. For example, recent sexual misconduct scandals have been able to reach a lot of people around the world and have been able to bring about awareness about the issue and also fuel change. Scandals offer a view into the issue from a point of view of the victims. While being negative, scandals can be more important than just public speaking about an issue because they get a lot more media attention and that in turn makes people more likely to become interested in the issues discussed. Scandals are thus a griping force that can channel change
A1P0XSCJ9XAV74	essay1	I believe this statement is true because technology is become so vast we don't need to do anything ourselves anymore. We can have our grocery's delivered to our house instead of going out into the real world and communicating with people. If we need to make a decision, there is an app that will help make it for you. Every day we rely on technology to get us through the day, and without it we don't seem to know what to do with ourselves. We need it and it is apart of us. Sometimes we cannot function without that cell phone in our hand. Some of our lives are dependent on that phone, it has our schedule, a list, contacts, without it we might fail. We can't rely on paper and pen anymore, we need an assistant, something we can talk too to get the job done for us. This helps shape my position because I don't think humans will be able to function without the use of technology anymore. It is an essential part of human life now, and almost anything can be solved, fixed, made better with it today.
A1P0XSCJ9XAV74	essay2	I don't agree with this statement because a society is not based upon major cities. To really get a handle on what society is like you need to explore the outer edges of the city. There are people that make up the society that don't live in the city. If you are fortunate to live in the city that means you must have some money. To get down to the nitty gritty, to really experience it, you have to see how people live outside of the city. That city doesn't make up for everyone that exists in the society. You would only have a minor glimpse of what life is like. There are poor people, middle class people, those that work with their hands, they get dirty, they help society, but you won't find them in the major cities. They are in the small towns, small cities that some people probably haven't even heard of. By focusing on the major cities, one might end up with stereotyped behavior. Things that are most common in the city, but not common other places. You have to look at the whole rather than just the parts, otherwise you will never understand why things are the way that they are.
A1P0XSCJ9XAV74	essay3	I agree with this statement and that scandals bring to light problems in an over the top way that we wouldn't have thought about them. When a scandal happens you are entranced, you are eager to know more about what is going on. It is presented to you in a story like fashion, making you glued to your seat to find out how it ends. No speaker or reformer could ever capture someone's attention that way because they lack the drama. They do not have what it takes to keep an audience hooked that long. Of course, on the other hand, if it was a celebrity or someone equally famous, they could probably focus our attention for a long time. It all depends on the delivery. If a speaker or reformer wanted to grab the audience, they could. All they need to do is use words that the audience wants to hear, speak in a way that is not too loud or soft, and engage them. A scandal is different, entriguing, but I think if a speaker wanted too, they could do the very same, by just being one with their audience.
A1PF01FF85HUY4	essay1	Technology doesn't make humans less able to think for themselves.  The idea that they use technology to make their lives easier doesn't detract from the idea that they have to now how to use it for an end that they want in the first place.  A person who doesn't know how to add or subtract has no use for or understand how a calculator would work.  The critical amount of information we receive via technology is available at an unprecedented pace, however that information is useless if we have no discernible use for it.
A1PF01FF85HUY4	essay2	The characteristics of a society are based on what you first perceive that society to be. Is a society a neighborhood, a town, a country.  There is truth to the idea to really grasp the characteristics of a society you must immerse yourself in it, however society is not limited to simply one geographical area or subset of people.  American society is vastly different in Texas when compared to New York.
A1PF01FF85HUY4	essay3	"Scandals are very useful as a deterrent from focusing on the happenings of everyday life or other things someone may not want you to focus on.  They have the ability to distract and engage an audience away from what the usual focus is on.  There is a reason for the well known saying ""stranger than fiction"".  It is also a part of the cruelest side of human nature to want to see other fail spectacularly."
A1PMZUBGXFANCI	essay1	"People have slowly moving towards this ever since the industrial age with automation. This is a very fast leap though and we should address this. People should change the way they think about things like this and ""exercise"" their brains. this could come in many forms and ways, like games or puzzles. technology has always defined what we focus on as far as what we put forth our cognitive effort into and this is no different. If we do not do something like this that is when we will fall into ruin, a world where technology surpasses us."
A1PMZUBGXFANCI	essay2	"A good majority of society is found in urban areas, and it's also a very diverse and compacted example. If you're looking into how government or economics function this is a perfect place to go. If you're interested in the day to day interaction between people this is also a good place to go for the good and the bad. if you compare it to rural settings yes you might have a very loose knit community but you can never understand ""Society"" without heavy daily interaction with many people. If you compare it to a smaller city is just doesn't grab all the factors that you could study from a main city like a capital."
A1PMZUBGXFANCI	essay3	Bringing problems to people when they can't see an example is hard for people to understand and believe. when a scandal breaks it brings about a wave of concern from most people that might or might not have trusted someone concerned about the topic before. This applies not just to scandals but also to most forms of information, it's the way the human brain works. If the person doesn't feel that the issue is relevant to their own life they tend to feel a lack of concern, even if they are told that it will be a huge issue in the future. It's just basic risk assessment and it varies from person to person.
A1QF14CNDAGL6X	essay1	     Yes I agree to this.People depends on the technologies,new gadgets to solve all their problem in life.people forgot to think in their own way,and forgot to find solutions for own problem.All became so dependent on technologies.Its very bad for future.people have  to use their own ability and believe in their self.Its not good for society.
A1QF14CNDAGL6X	essay2	Well major cities have experience of prons and cons.To understand how society is to learn to stay in major city.Its very important for every person.Have to understand each and every person how society is,how world is.From that people can learn different different things,different cultures everything,Can also learn how to behave in society everything.Its the most important thing in the life.
A1QF14CNDAGL6X	essay3	Yes as we take in positive way,scandals are good solve a problems,people wake up from that.and have to think about it in a good manner.we have to take everything in a positive way so that everything become good and positive.so that we can focus on that and give more attention.I agree to this.
A1QGG767E07WBA	essay1	I am a mother of 3 young children.  Growing up, we relied much on our own ability to overcome obstacles.  Such as; using a pen and paper to figure out a mathematical equation or figuring out how to cook a meal.  Observing how my children are being raised in an era of technological dependence, they are quick to ask google assistant for help or asking me to google it on the computer.  They are all answers at their finger tips, and we as adults are raising them to think this way.  We are raising them to become dependent on our devices and not our own knowledge or skills.  The more we become dependent on these electronics, the human ability of t
A1QGG767E07WBA	essay2	Humans are very social creatures.  We love to gather in communities and thrive together.  To understand different cultures or societies, one must look at the major cities.  The most populated areas will tell you most about the specifics of a society.  Since most humans learn and adapt skills from one from one another.  We mostly tend to want to form a social norm amongst ourselves.  You will find is some largely populated areas that they are generally follow a certain religion or faith.  You will also find the strengths and struggles or
A1QGG767E07WBA	essay3	People are interested in things that peak their curiosity.  Topics that are unfamiliar to them or could be a situation that in daring.  As human beings, we get a thrill out of seeing lives played out through different scenarios.  We enjoy attention grabbing situations to hear other peoples perspectives on what they would do or their thoughts.  It helps open our way of thinking and reasoning.  It helps us explore situations we may not have imagined exploring and helping us grow as people.  Listening to a speaker or reformer, their speaches
A1QLOUFT5A0GO2	essay1	I agree with the premise that the ability of humans to think for themselves will suffer with the use of technology. I have noticed with my own children that as they have been allowed to use calculators in school, they have lost the ability to perform calculations for themselves. Cashiers in retail establishments are another such example--they cannot calculate change for themselves, but must rely on the cash register to calculate it for them. At the same time, I recognize that technological devices can serve to extend one's memory capacity and not require a person to remember so much.
A1QLOUFT5A0GO2	essay2	I think much can be learned about a society by studying its major cities. Cities are economic and social engines, focusing their infrastructure and activities on growth. These may serve as indicators of a society's values. This is why terrorists sometimes select important structures or buildings in a city to target, because they represent the values of each city's residents. For example, the 9/11 terrorists selected the World Trade towers and the Pentagon, each of which represent important characteristics of  American society--economic and military power.
A1QLOUFT5A0GO2	essay3	I do not feel that scandals are generally useful. While they do focus the attention of the public, the attention they attract does not advance the solution of issues. For example, the Stormy Daniels scandal is certainly interesting for its salaciousness, but attention to the issue does not solve any of the important issues of the day.
A1RATFICCKLCQ	essay1	Technology is constantly evolving and in so doing, it consumes us all the more. No matter what your feelings about technology are, we can all agree that it would be hard to live without it. Increasingly, it has become the go to solution to solve our problems. Reliance on technology does not impair our ability to think because like any extremely valuable resource, technology continues to inspire us as a force of change.  Whether it is giving us directions, doing our banking, or helping to educate us, technology has driven innovation and creativity. Instead of restricting us, It frees us from dealing with old, mundane problems and makes them obsolete. We can use the time we have gained to tackle more complex problems that require creativity, comprehensive, and imaginative solutions. This allows us to make the next leap forward as we, human beings evolve alongside technology.
A1RATFICCKLCQ	essay2	It is true that to understand the important characteristics of a society, one must study its major cities. This is a necessity if one wants to know the values, needs, and wants of a society. Major cities are a smaller reflection of society. They reflects the behaviors, the decisions, the culture, and the thinking of the people who created these cities. By studying the constructs they built, the businesses they run, and their ways of living in the major cities, we gain a deeper appreciation of what is important to the people living in that society. For example, we can see how the society valued its citizens by looking at the infrastructure and how much resources of the city was allocated to helping the impoverished vs the well to do people.
A1RATFICCKLCQ	essay3	Scandals are useful because they focus our attention on problems in ways that no speaker or reformer ever could. They are hot topics which attract a lot of publicity.  Media covers the scandals and people are clued in and start discussing these scandals in ways they would normally not pay attention to when it involves more mundane issues. Scandals often set benchmarks and may follow a legal course that brings to light judgments which aid in the creation of a better and more just society. Scandals are powerful tools that can pave the way for requisite reform within the system. For example, the Watergate scandal led to Nixon's registration and brought legal action against the abuse of power in the Nixon's administration. News anchors, government officials, business people and the public all help to communicate, condemn or promote these scandals.
